genre;tempo
electronic;123.5518821
electronic;139.0320276
hip-hop;109.879297
reggae;118.3884737
electronic;137.3008767
electronic;111.5160719
gospel;108.4247756
folk;116.2155822
drum-and-bass;181.5474813
latin;118.9957381
classical;61.8561272
pop;125.9552246
pop;115.8258157
indie;116.8093679
rock;134.780011
classical;136.4908862
blues;119.7505661
rock;144.7206781
electronic;154.4917613
gospel;93.40938561
rock;131.9041447
electronic;130.8770103
classical;107.5287286
pop;92.2205727
hip-hop;109.2318972
country;80.77171655
blues;110.5230221
pop;115.5105689
pop;132.0809304
pop;125.1989383
electronic;118.3537773
pop;116.7090373
rock;134.6139851
classical;123.9205319
r&b;97.26372797
hip-hop;76.06085909
electronic;131.3189022
hip-hop;129.6167583
classical;125.9207133
rock;128.1486889
rock;138.3805643
k-pop;110.7367735
punk;166.884099
folk;112.9402963
folk;115.7793489
pop;111.6062529
electronic;144.4035343
latin;116.4064043
pop;128.0377385
metal;145.6752429
classical;120.6353613
ambient;101.3757281
electronic;133.1907749
electronic;130.446336
r&b;98.50316347
electronic;133.0451082
pop;119.1129513
hip-hop;94.30109564
pop;117.5691817
gospel;83.83724652
hip-hop;99.87846173
k-pop;113.2756366
drum-and-bass;164.6661851
k-pop;110.857903
rock;114.208991
country;136.8816741
classical;108.700385
rock;120.6124961
hip-hop;117.9940006
r&b;99.12653718
punk;177.5608632
pop;114.3960776
reggae;96.7183487
hip-hop;75.15530382
k-pop;133.5778425
k-pop;142.3241921
reggae;101.5575725
pop;124.6487473
folk;120.9504307
hip-hop;80.02668238
classical;104.4178117
hip-hop;109.7299311
r&b;87.12254032
electronic;129.6655634
country;114.2593218
k-pop;137.6743033
pop;113.8348165
pop;90.77113559
rock;114.1474349
metal;123.2802676
classical;108.2913212
ambient;64.85493658
metal;148.1457906
indie;134.074313
pop;133.9972658
pop;144.0251745
pop;101.7410641
k-pop;118.9544804
hip-hop;93.92344178
reggae;70.70275479
k-pop;129.895189
electronic;134.1374849
rock;122.0926305
rock;130.0143364
k-pop;133.7603361
hip-hop;98.51060051
pop;131.1098096
reggae;71.1858367
classical;99.15060691
drum-and-bass;175.5991617
hip-hop;115.8465484
classical;94.1885781
rock;145.1339317
latin;107.1502786
pop;105.9570214
metal;141.1060662
rock;146.2611665
r&b;127.1992134
rock;143.4544526
hip-hop;97.12250185
reggae;85.44183224
pop;118.1373081
indie;121.2264369
electronic;136.4789683
pop;132.3241837
electronic;135.8493371
reggae;71.43754324
jazz;107.3013681
pop;142.3473294
hip-hop;69.93461122
jazz;97.83490719
rock;134.7032068
jazz;96.99850587
pop;120.3523436
pop;121.2359876
latin;128.9204618
r&b;96.41801893
jazz;131.8847387
r&b;80.8001918
jazz;80.85119479
k-pop;156.3582383
r&b;96.61074327
rock;115.0320251
r&b;97.50187465
metal;115.3824447
rock;138.2789587
rock;119.7156579
k-pop;121.8169436
pop;118.1854058
hip-hop;93.83631133
pop;138.3276157
ambient;63.64187893
pop;108.9216414
pop;127.5388513
pop;110.3802164
hip-hop;96.1593457
electronic;119.7085555
pop;93.79963238
folk;123.6271536
electronic;129.5468881
electronic;112.9145737
k-pop;123.4988365
k-pop;135.122521
classical;112.7032174
classical;105.7274669
country;100.599287
metal;153.4378652
r&b;112.4597251
rock;117.0465705
k-pop;156.7270427
hip-hop;89.33854316
k-pop;114.9267876
reggae;79.17780223
soul;117.119109
soul;112.6621543
pop;121.8721567
r&b;70.58732288
blues;107.8495922
indie;107.5008034
rock;149.4417761
classical;106.6047912
blues;85.3877938
r&b;114.9588938
classical;95.92651005
electronic;143.7567583
jazz;112.6000538
electronic;124.1741343
r&b;95.44525905
k-pop;125.0468756
latin;87.67267495
k-pop;117.5144948
k-pop;142.13225
rock;123.8237165
classical;120.5001317
gospel;113.1112576
r&b;103.8437956
ambient;97.4009698
electronic;116.1663998
ambient;96.72825101
reggae;81.94797049
indie;90.5496255
punk;172.9282363
k-pop;105.4127205
gospel;110.3701383
classical;113.404177
latin;96.5108855
classical;113.7321621
rock;125.0047036
indie;112.4584118
indie;115.2766676
folk;99.94390794
latin;94.96035047
hip-hop;109.7754546
rock;115.1501427
latin;131.6355461
folk;101.1225554
metal;143.0202579
rock;125.8560918
electronic;104.8287363
jazz;120.8943666
rock;148.525718
pop;114.6100822
metal;136.0505586
r&b;98.68611657
country;122.7843367
indie;116.8554115
pop;112.0650269
pop;136.2205569
hip-hop;89.39213342
country;115.0722502
indie;76.93748801
pop;109.2386934
electronic;98.9897383
hip-hop;115.3627579
rock;153.8126964
jazz;118.0269222
k-pop;121.133235
classical;99.17664506
hip-hop;124.5363258
metal;156.9242213
electronic;150.0594559
country;131.5016697
rock;144.0998129
hip-hop;85.31748954
soul;127.742861
blues;91.5250569
jazz;108.562295
punk;156.9913006
indie;139.9787466
metal;164.4880083
metal;190.9196244
electronic;106.2047963
hip-hop;85.07207868
metal;134.1728451
punk;154.1369102
ambient;87.79982549
k-pop;122.6983684
metal;132.3628022
hip-hop;86.16345385
folk;125.1041842
r&b;91.07420941
folk;84.0611702
hip-hop;106.7829838
rock;102.3414907
pop;121.5040672
k-pop;107.8972763
blues;120.7004508
k-pop;116.0026699
country;125.6500183
electronic;123.9134682
k-pop;153.7586199
punk;152.910366
latin;113.9027732
metal;153.8499488
folk;100.3206083
country;143.3292599
pop;99.58713636
ambient;89.20822959
ambient;112.2712772
blues;98.32333169
k-pop;128.3513185
rock;125.7797205
reggae;90.46462256
country;115.6611805
rock;96.28310326
classical;101.9244271
pop;139.0621568
electronic;120.0082403
country;109.5717173
hip-hop;71.61223664
classical;135.2672794
classical;110.6302709
rock;136.5658993
ambient;99.26541197
folk;117.3183535
r&b;100.1755958
classical;110.8110617
classical;98.81825975
k-pop;131.9265834
rock;135.8647086
reggae;80.22134947
folk;104.3473021
rock;131.2528326
gospel;116.2849364
drum-and-bass;165.5089618
pop;94.17376531
k-pop;128.7450849
hip-hop;111.2944251
country;130.8184205
pop;114.9947159
latin;125.7495673
k-pop;127.904634
k-pop;126.2181689
rock;134.3448055
folk;101.4057525
classical;101.6589785
ambient;66.89625922
drum-and-bass;175.4615589
reggae;61.99345963
pop;121.2917253
hip-hop;81.52643629
k-pop;123.0789229
electronic;135.9387048
pop;132.4758522
country;113.5090728
country;132.0032301
ambient;91.69737938
metal;130.8436062
gospel;128.4565402
ambient;87.19898771
k-pop;109.7655358
country;123.7791401
pop;113.8064877
r&b;130.5283865
punk;182.3335439
latin;95.62916658
rock;114.6222726
rock;98.28641241
rock;155.0575037
blues;75.29445468
r&b;98.33071992
electronic;114.9417663
ambient;75.69845586
electronic;137.7606795
r&b;97.06684483
classical;104.1201157
rock;119.5298146
hip-hop;100.7811938
pop;124.1267985
punk;157.1318701
pop;116.4283097
pop;136.3063795
gospel;127.1659473
pop;120.5131562
soul;109.4096156
classical;131.4554338
pop;118.76769
indie;98.29556371
country;106.659732
r&b;95.73702741
pop;119.2303903
folk;94.02131962
hip-hop;105.2363772
country;128.1893006
indie;138.1171266
reggae;81.31955724
reggae;82.41660488
electronic;125.6505692
punk;185.5284756
rock;133.6679616
rock;152.4559236
k-pop;126.6228434
reggae;66.86901842
hip-hop;83.7799154
soul;111.7349865
jazz;120.4301674
hip-hop;84.57339186
rock;122.9632722
gospel;128.1558964
drum-and-bass;204.9678898
reggae;100.2657512
blues;101.6661404
r&b;99.70828751
reggae;96.61011431
ambient;84.72800743
pop;138.8695912
rock;139.9785063
k-pop;119.4482768
r&b;109.9569632
classical;112.8509078
indie;143.0894703
hip-hop;98.30772545
classical;126.7641572
classical;108.9546058
ambient;61.35563652
electronic;128.2689958
r&b;96.77361846
gospel;81.59714375
reggae;88.46478581
jazz;139.6315923
rock;145.511751
latin;137.3086619
electronic;111.763461
electronic;123.2724849
reggae;66.98837961
metal;145.3738424
latin;115.4215126
k-pop;164.8420025
latin;126.7310298
blues;122.8674366
reggae;96.52113513
classical;85.55082682
hip-hop;73.67096293
latin;125.3228223
pop;142.3914034
jazz;88.89562789
pop;100.4907392
jazz;126.3156577
jazz;112.0292538
k-pop;134.0007268
hip-hop;117.2803018
folk;106.5353505
k-pop;96.48494005
country;138.9220566
jazz;104.5520672
latin;124.1939911
hip-hop;79.77628527
folk;106.3150053
country;145.4916425
pop;143.4620294
gospel;133.6824842
pop;129.552311
jazz;103.8379559
rock;127.3764045
electronic;140.9713135
r&b;126.4657099
rock;147.0576527
indie;126.7397875
electronic;126.0786252
country;120.0772325
pop;152.4200914
reggae;74.5842908
country;102.6736055
hip-hop;86.95718828
rock;115.1617802
classical;104.7516486
classical;144.2955777
electronic;149.2455524
pop;117.3243821
pop;129.1888808
soul;103.1798339
jazz;120.5140105
electronic;94.36472236
punk;180.9689782
electronic;147.1373103
electronic;130.7742064
classical;115.3136157
metal;127.7783645
pop;114.6577423
r&b;113.3200408
jazz;119.2590935
soul;92.34130691
electronic;129.2510925
rock;135.6376872
classical;97.09790927
hip-hop;102.4746555
k-pop;131.7113132
soul;111.2530946
rock;133.0189131
rock;127.4822624
latin;112.6035868
pop;110.1335329
electronic;142.9128517
hip-hop;104.5190389
metal;127.4972758
country;79.36605099
pop;100.302717
rock;128.8453627
r&b;86.63003271
drum-and-bass;190.6733146
pop;125.2799425
electronic;122.9710112
r&b;91.18792322
pop;95.81851372
pop;127.9549954
folk;114.2991242
country;135.3569111
electronic;125.0165142
country;111.2743812
electronic;130.7091734
indie;109.3699798
hip-hop;115.2750924
electronic;111.7413527
jazz;106.4047462
r&b;112.2801123
punk;179.9662633
r&b;91.35709411
rock;142.5175116
r&b;102.9890832
pop;130.0864186
k-pop;109.5876925
hip-hop;92.36675188
r&b;100.1736527
country;143.3357253
country;101.7704757
r&b;88.62676393
blues;98.88531113
indie;127.9528785
pop;94.33551659
electronic;129.2611395
classical;89.28786411
metal;161.0811848
reggae;67.68658267
pop;121.522728
jazz;118.0090859
indie;120.6520534
pop;126.8996598
punk;147.6332675
blues;102.9194135
pop;104.7547443
jazz;113.0634802
ambient;51.51638596
hip-hop;106.897273
pop;134.0121176
soul;77.84108604
r&b;100.0594419
electronic;143.1061702
pop;133.0796216
metal;160.3193955
electronic;143.3204847
classical;119.8973437
pop;121.5104917
pop;121.3175443
jazz;126.9036061
electronic;134.67049
hip-hop;60.72548997
metal;147.5063387
jazz;139.5498003
folk;117.091511
k-pop;121.2361536
hip-hop;88.48818816
blues;82.244271
rock;115.3014794
electronic;126.3593216
hip-hop;79.3504668
country;115.7151754
folk;113.5216694
jazz;133.9853056
r&b;115.8647529
rock;123.1704063
hip-hop;97.87074143
indie;116.7110072
country;107.9172177
hip-hop;96.46713599
blues;100.7370257
rock;141.1699477
rock;154.6446416
rock;111.1747718
r&b;119.5135968
jazz;90.14266536
reggae;64.31565015
soul;98.21073979
k-pop;110.2857173
jazz;123.6043402
pop;138.2447915
pop;121.2548717
pop;115.0046249
hip-hop;93.75140154
country;110.4323762
blues;97.08994312
rock;129.3092067
pop;131.3441609
r&b;121.2709958
electronic;131.583753
classical;83.31905939
rock;140.120013
rock;133.3955926
reggae;101.2632265
ambient;95.32488092
r&b;99.67725128
pop;114.5737415
hip-hop;105.3337564
indie;142.6787424
jazz;107.7974881
r&b;104.7210623
classical;91.9786881
hip-hop;96.89598216
hip-hop;91.68685318
folk;105.1414657
country;153.1471949
jazz;136.5548545
soul;77.38756295
hip-hop;83.06509408
jazz;117.0109014
electronic;126.8136309
pop;102.322109
pop;111.7871886
k-pop;134.2589782
k-pop;124.0599487
electronic;124.9631371
country;123.9768062
country;108.9168317
hip-hop;91.68600678
k-pop;131.5819875
latin;124.3745242
r&b;105.0735637
electronic;107.7624996
rock;132.4392125
r&b;80.99948032
classical;88.02547478
classical;127.322586
pop;129.9002139
pop;101.446642
k-pop;111.776019
electronic;130.9778436
k-pop;128.9118786
hip-hop;99.2271673
hip-hop;82.80348942
rock;127.3488277
classical;109.2670121
k-pop;102.1740852
folk;118.6998862
blues;109.235686
k-pop;157.8702287
rock;98.05971173
ambient;74.27016431
ambient;106.3034053
hip-hop;84.14660217
k-pop;104.5018878
metal;135.7255336
k-pop;130.9010798
indie;130.0739407
punk;156.3468347
rock;126.8356224
r&b;118.1403959
k-pop;130.0282083
r&b;76.40487186
hip-hop;75.82145843
folk;108.8450069
country;128.988126
r&b;133.8267405
metal;160.6655223
metal;138.4776787
hip-hop;104.5578485
soul;84.71275022
country;114.9094735
k-pop;129.2177683
pop;121.9672253
hip-hop;91.24031249
r&b;91.65473275
pop;119.0903863
pop;127.9205873
folk;90.13994209
country;104.4457991
latin;99.48800546
latin;68.93088109
metal;149.3436947
latin;135.5874173
k-pop;103.1686416
classical;109.6329227
hip-hop;71.18549751
electronic;141.7170583
latin;82.60664475
pop;112.8558615
classical;89.4706549
punk;136.6694307
hip-hop;92.4528001
hip-hop;100.8242027
hip-hop;84.11987952
rock;129.9035928
pop;127.2801196
rock;156.9521306
reggae;71.41367647
hip-hop;118.6998872
hip-hop;71.66735508
pop;80.10014929
country;111.8974082
classical;104.1933084
pop;122.811722
classical;108.2292021
reggae;76.87393474
rock;114.2544283
pop;102.0624287
pop;99.25824041
hip-hop;89.19833751
pop;105.6365811
jazz;141.9477263
rock;132.5139469
soul;97.28882016
reggae;105.8311123
jazz;132.0454283
soul;106.1578177
pop;109.5069918
rock;136.5075683
soul;118.428765
reggae;85.51874607
electronic;101.8757789
hip-hop;131.7268298
hip-hop;111.9972431
country;139.7324713
pop;110.2209335
k-pop;137.4129676
rock;148.7775112
electronic;100.411405
electronic;134.7957753
pop;100.4019677
classical;125.0673411
electronic;130.8256917
classical;133.9385095
pop;128.1443314
folk;120.370534
reggae;102.7293153
r&b;101.344282
electronic;144.5556108
pop;119.5123832
indie;117.6927524
r&b;62.88127489
metal;180.4486652
blues;102.1451898
pop;136.1344315
drum-and-bass;173.8494474
rock;126.6338538
r&b;103.0068309
electronic;133.7469247
metal;172.0033082
folk;97.35360112
ambient;76.52778396
rock;129.9009434
pop;125.4641541
electronic;128.1093708
latin;113.5059083
jazz;109.9697554
pop;150.0055679
drum-and-bass;156.9643147
pop;129.5707174
reggae;83.34069577
r&b;83.89908817
hip-hop;78.16087322
latin;97.74099217
ambient;94.74379355
classical;134.4983924
pop;128.2434031
hip-hop;93.13348661
punk;170.6209158
pop;113.8227718
classical;126.856909
hip-hop;113.8000985
metal;158.1873128
hip-hop;77.47109452
latin;98.53963212
jazz;136.3902986
k-pop;127.4063143
ambient;92.6903767
latin;133.5479965
hip-hop;112.3065281
pop;128.5440847
soul;93.0358285
indie;109.2860035
folk;121.7857481
hip-hop;93.07647716
k-pop;122.8409472
indie;136.2360631
jazz;96.73854132
punk;175.6405316
gospel;106.202098
country;122.40108
r&b;97.22316593
country;94.59760135
jazz;139.5312678
electronic;138.5883318
jazz;112.7961846
k-pop;135.93338
pop;95.18408942
pop;108.5599104
country;107.7827451
latin;119.9704322
jazz;110.3844274
punk;157.8888219
hip-hop;105.7182209
classical;98.05314896
hip-hop;90.16533686
pop;90.91880064
rock;127.2121438
folk;125.9664923
classical;125.0204551
classical;124.9570874
rock;156.6007043
country;142.9093842
hip-hop;97.55691901
folk;110.4840163
k-pop;133.6423249
reggae;69.46018844
country;95.63736161
latin;99.92533127
pop;129.1851029
classical;103.9006679
pop;136.426433
reggae;81.9522594
electronic;138.6178389
metal;148.3927772
classical;96.23398526
pop;116.6404649
rock;106.5836852
pop;117.0998352
jazz;128.9137517
k-pop;133.2058828
pop;120.0730215
ambient;69.64816749
jazz;139.1161558
hip-hop;77.62081782
rock;125.0684077
rock;129.3759784
punk;191.926017
folk;126.2856096
classical;82.46471956
r&b;110.1592625
pop;105.3512175
pop;116.1456947
hip-hop;90.11652253
k-pop;130.6655417
pop;114.6147151
r&b;99.88891603
country;123.8765588
metal;170.1461164
hip-hop;86.06830216
reggae;112.6970394
rock;132.7061342
electronic;155.2363823
punk;171.4750903
rock;115.5583125
jazz;93.25687476
electronic;76.20009957
folk;95.80568163
jazz;82.1065514
metal;149.1201394
pop;156.2780616
latin;95.71229647
drum-and-bass;164.5633523
pop;104.7301556
r&b;99.63265246
hip-hop;50.89220416
ambient;83.84594266
metal;128.9060336
k-pop;140.2556324
r&b;101.4381813
hip-hop;103.8799204
indie;133.6468015
jazz;113.4833427
rock;146.26645
metal;134.8184039
rock;110.0987163
country;85.65015305
rock;123.0205319
ambient;77.3426692
latin;96.31525629
pop;140.8353865
reggae;105.1069729
rock;120.9153953
electronic;118.9337256
latin;132.5353558
latin;132.8689507
k-pop;126.844251
k-pop;126.4844023
gospel;88.25820069
ambient;67.34691141
classical;107.3667177
country;129.9942685
r&b;126.7467178
jazz;115.1675389
pop;118.8349206
hip-hop;105.2877534
electronic;133.9933158
blues;98.01105297
country;135.845813
folk;128.1974758
rock;141.6660257
hip-hop;84.39216981
reggae;90.67037674
latin;126.8973035
rock;115.9476917
hip-hop;92.79159237
hip-hop;80.07829313
hip-hop;80.82157591
country;121.849184
r&b;98.97402331
jazz;110.0971849
rock;105.6275358
k-pop;140.2661403
indie;115.5718002
rock;149.556876
folk;117.6514134
pop;153.9235896
ambient;50
jazz;121.9207481
reggae;71.39907908
reggae;112.7066128
latin;117.3473743
hip-hop;78.64020111
latin;106.2703968
jazz;129.1809735
metal;153.9446251
hip-hop;81.14802505
blues;112.9364124
electronic;131.6594295
pop;126.4842308
pop;107.4292222
reggae;79.0618617
pop;127.7684283
latin;97.68950608
country;114.3295996
electronic;125.760711
k-pop;143.0454389
metal;153.1111142
latin;90.07835306
k-pop;155.4477838
hip-hop;105.5230699
pop;112.5518701
soul;89.19882859
folk;114.4148513
hip-hop;106.7706488
metal;170.8039252
country;114.0311455
jazz;121.0252121
folk;119.2459532
electronic;113.557777
pop;118.7854435
indie;108.5774536
k-pop;139.9563658
r&b;123.2839825
electronic;131.286659
metal;139.1985478
hip-hop;70.8800092
country;113.0191422
country;115.785623
metal;142.6724517
k-pop;116.6913758
r&b;84.71072564
indie;120.2629033
country;135.6009297
indie;127.3854166
rock;129.3245118
metal;152.1366897
country;154.2662121
pop;120.0472297
electronic;113.9810916
jazz;112.7722597
hip-hop;86.81890724
electronic;136.2625846
pop;149.1892774
r&b;82.06939213
ambient;72.38325311
rock;133.8671818
jazz;131.8433804
rock;125.3286329
country;125.8522521
ambient;111.3190949
r&b;79.18331473
electronic;132.924749
classical;110.2789558
rock;154.9249603
pop;113.6340771
hip-hop;108.7456309
pop;118.1217205
electronic;113.5952926
folk;104.5327741
blues;90.5740344
rock;105.1680371
jazz;112.5988931
metal;164.8220621
metal;159.2239875
hip-hop;99.20972192
pop;118.0757384
blues;105.2851639
blues;96.42349005
country;121.9245158
pop;109.4002065
punk;161.3526959
r&b;77.77451599
pop;124.870868
jazz;127.3305189
r&b;95.39483552
electronic;146.7737828
classical;124.6025127
jazz;112.8818157
drum-and-bass;166.3978135
r&b;88.4980902
metal;131.0448156
latin;112.8144772
hip-hop;86.12997307
jazz;123.8057889
metal;138.5856348
k-pop;102.1895745
pop;99.32692673
soul;96.78142029
pop;106.9468568
electronic;109.8598466
country;131.2332004
pop;144.2529516
r&b;110.8270346
pop;122.4792535
pop;124.735245
hip-hop;93.25808769
rock;101.5012856
hip-hop;63.63383869
k-pop;113.4131774
folk;104.8417826
blues;112.8804996
rock;119.8067263
ambient;50
r&b;96.88788386
k-pop;126.1946561
k-pop;113.115225
country;127.9625338
rock;109.8904274
rock;146.7077954
reggae;95.26014866
indie;96.95761245
classical;97.56110665
soul;99.70515622
r&b;85.38391335
country;108.578841
folk;105.1375949
electronic;139.5461887
rock;119.0746591
folk;99.86776563
drum-and-bass;172.1976987
electronic;145.1884959
punk;151.7468853
blues;99.58238196
hip-hop;85.41079665
electronic;126.2819399
k-pop;123.8176258
electronic;100.9142859
hip-hop;84.9484206
k-pop;138.4230003
soul;104.4652302
classical;85.71719413
jazz;134.4888301
rock;131.7306561
reggae;113.6169164
hip-hop;136.0614107
soul;103.0075847
classical;106.9350944
pop;107.5574389
classical;102.7917532
hip-hop;86.2701406
soul;84.46103487
pop;116.3672803
hip-hop;80.23745097
folk;98.0130647
rock;133.059103
classical;171.0303885
hip-hop;107.8865383
classical;101.2484518
pop;103.9901324
ambient;91.6717198
gospel;67.63517244
electronic;111.207014
electronic;119.5408998
drum-and-bass;158.7079964
pop;101.1089236
pop;111.3573122
pop;129.8096126
jazz;142.0514341
punk;170.881684
hip-hop;106.2019205
classical;124.8790216
electronic;141.1033978
drum-and-bass;164.9638127
r&b;107.5276224
metal;157.3522383
folk;113.4981437
hip-hop;77.44145624
country;96.60316624
electronic;132.952381
indie;121.1587888
hip-hop;85.66159827
pop;128.5867777
electronic;113.3365536
indie;110.1695331
pop;90.63465627
pop;147.3560271
rock;107.7062809
rock;114.8140204
r&b;101.0180608
classical;106.2044206
rock;108.3502289
jazz;117.9364925
classical;128.6338614
r&b;123.0760551
country;117.1581267
indie;148.1538096
ambient;103.7392857
metal;132.1297741
pop;132.8315056
pop;144.9021147
reggae;95.40807539
pop;138.4846143
ambient;62.41951498
rock;122.9502954
country;105.2604917
r&b;83.24417027
rock;120.382156
k-pop;105.4226028
r&b;118.8909069
electronic;86.39896619
pop;130.3784602
pop;127.3389305
k-pop;115.5927212
hip-hop;102.7655706
metal;137.8949766
drum-and-bass;175.6096884
rock;121.6024578
drum-and-bass;190.5522877
country;112.8117581
pop;123.7796892
latin;103.8406949
reggae;97.60139861
country;91.35700781
reggae;79.52949207
jazz;122.2153236
hip-hop;98.89811728
rock;128.6535267
r&b;116.6529388
pop;118.2125119
jazz;108.1244359
electronic;114.9016777
jazz;129.8334722
classical;128.8104979
r&b;110.876873
latin;106.3111387
k-pop;134.6961709
rock;160.0061558
hip-hop;91.83306455
latin;124.9693821
r&b;113.2066098
drum-and-bass;196.0462035
soul;116.2746244
hip-hop;107.6811329
r&b;88.98614966
ambient;54.08969741
ambient;76.22976097
indie;117.8695708
hip-hop;93.00071768
r&b;123.3887253
r&b;108.2255555
electronic;92.06773968
soul;65.70714511
country;115.913228
hip-hop;98.70616067
r&b;76.63305186
hip-hop;83.48433264
jazz;109.5357634
pop;119.0223889
electronic;139.5042142
latin;102.9598809
rock;154.7079182
classical;106.4080393
r&b;81.11864072
punk;153.2164956
hip-hop;99.79621284
r&b;110.5824925
rock;155.1155989
ambient;70.19647691
rock;127.8939021
metal;152.2084038
metal;159.3684259
hip-hop;107.8996357
indie;129.9213172
classical;115.2904694
soul;113.2459779
folk;110.8576493
soul;118.1880659
pop;127.4407734
classical;111.1736399
country;128.1797286
hip-hop;93.0300626
hip-hop;94.90089181
r&b;106.8846254
latin;118.7972616
rock;123.9049766
reggae;92.63321754
pop;133.2547232
k-pop;139.9609093
folk;121.9609024
classical;90.75928698
rock;117.3981747
rock;121.1948433
r&b;78.10771545
k-pop;126.8210572
country;113.4157758
rock;137.2725981
classical;100.2774555
metal;126.4831384
country;102.4340933
r&b;84.82244735
indie;132.5874919
pop;103.8595609
rock;108.7250324
latin;119.3979536
jazz;128.8271911
hip-hop;114.8428425
soul;71.11487391
r&b;78.70926926
soul;53.21881215
rock;137.8146005
jazz;112.9920212
country;85.56982228
metal;135.5779981
hip-hop;106.0974063
drum-and-bass;182.2865536
ambient;71.8061568
rock;133.9544757
hip-hop;96.61175509
hip-hop;76.80416697
gospel;122.33791
soul;104.8785168
rock;114.733419
reggae;119.1134327
latin;121.6347262
rock;139.0207129
rock;147.103015
rock;136.0659688
r&b;87.31570222
rock;123.4003593
pop;142.5095879
reggae;103.149876
indie;115.1146792
pop;130.956925
folk;131.9868435
folk;112.4664656
pop;120.4480766
r&b;87.45285914
hip-hop;98.51610811
rock;137.906521
rock;148.0529861
classical;124.1237823
hip-hop;50
drum-and-bass;183.5340908
pop;139.1753184
r&b;81.52178608
gospel;122.3080309
classical;132.6288055
pop;120.3180039
pop;131.6524914
indie;108.1787487
k-pop;122.9374473
pop;100.0682924
electronic;121.2474046
hip-hop;86.69815699
hip-hop;115.6473162
pop;140.5380957
rock;88.00826759
r&b;78.29104593
rock;113.2501687
electronic;124.8000327
ambient;97.418455
hip-hop;81.16602769
rock;154.9438937
hip-hop;107.3354141
folk;95.11382439
pop;156.2250007
gospel;82.67386905
soul;98.7961189
folk;85.69785861
jazz;97.22800871
country;119.9933828
r&b;102.3594914
soul;118.3807502
pop;121.323496
pop;98.83533769
r&b;120.4325382
ambient;72.97817386
country;100.2468465
k-pop;124.6045233
electronic;149.1446737
classical;108.7986289
pop;99.72823308
reggae;87.30822395
pop;124.0804409
jazz;120.1484442
electronic;110.7893333
hip-hop;100.5561082
folk;125.7999783
pop;132.4834965
k-pop;143.0303998
hip-hop;106.9216538
ambient;91.64622227
r&b;58.85743279
drum-and-bass;189.2966056
pop;76.73849188
pop;123.4344917
latin;109.9312116
pop;127.8175863
jazz;116.6055642
electronic;129.9189
electronic;125.8521249
latin;111.0825983
latin;127.5628238
hip-hop;63.04948527
indie;107.5501483
punk;177.4681683
pop;120.1153132
pop;99.24959198
country;113.0352305
classical;98.20250724
country;98.57500459
country;107.3155761
pop;143.6859516
reggae;101.9572533
pop;102.0648014
hip-hop;93.91006295
k-pop;139.7454808
ambient;75.459789
hip-hop;98.11268007
hip-hop;107.5041241
gospel;121.2278272
hip-hop;120.827727
r&b;91.35414302
hip-hop;100.0405479
metal;146.1245134
k-pop;133.868337
rock;117.8679703
pop;121.0242386
rock;114.5429181
jazz;121.2895878
latin;111.3015202
r&b;73.97876236
pop;101.7853381
electronic;121.4234538
pop;112.9904235
blues;116.703337
rock;126.7232716
ambient;81.68435238
folk;92.73528275
electronic;115.7920654
pop;104.8970686
pop;96.53051291
country;107.2845097
electronic;102.6548361
ambient;82.14817238
indie;132.5769716
country;114.8035669
hip-hop;90.64008789
electronic;108.1753687
gospel;88.86919314
electronic;152.4558136
reggae;70.15304337
ambient;66.02495565
k-pop;101.2802962
hip-hop;121.1084474
hip-hop;117.9468329
ambient;78.74783544
ambient;59.19503709
indie;122.0254772
rock;134.5398266
metal;135.5419783
ambient;119.8057236
reggae;65.90020334
pop;102.9220001
rock;101.3339846
pop;115.7259485
electronic;120.0486562
pop;112.2784953
folk;125.0072969
country;117.5996703
rock;132.3543335
pop;89.20357975
ambient;58.93343579
pop;108.3684156
country;113.9102381
k-pop;125.6544146
punk;185.6580715
r&b;71.12098347
pop;133.7831673
hip-hop;69.70841806
folk;113.3988079
soul;93.69285709
r&b;120.8289394
classical;105.8269682
electronic;117.3045627
hip-hop;124.9092506
latin;98.83784091
rock;129.8065786
ambient;66.16737945
pop;135.9461925
classical;77.22137591
r&b;116.2867949
pop;100.889361
latin;115.5367556
r&b;75.95509656
r&b;93.56056624
hip-hop;103.8822677
pop;111.1924371
pop;101.0829953
hip-hop;96.34204732
reggae;115.8911391
classical;96.4338202
pop;106.4218927
pop;94.75698441
pop;100.6090492
k-pop;124.7520805
pop;144.239661
electronic;100.9536986
pop;128.4197718
electronic;152.706202
rock;138.6150978
gospel;128.2474503
pop;109.4623376
latin;108.2052594
pop;112.4147708
latin;102.9106044
metal;132.7932933
pop;97.77948623
electronic;128.2298542
hip-hop;147.8495726
classical;119.657181
ambient;110.8039922
electronic;122.5201141
pop;115.0361663
country;115.0485062
k-pop;129.3660165
gospel;96.38677457
classical;98.49312547
hip-hop;92.02781237
pop;114.0657203
soul;100.3908453
jazz;105.6709343
classical;89.6969901
pop;121.4066938
r&b;103.0626037
electronic;152.3217876
pop;120.6784905
soul;100.6993922
hip-hop;113.4153747
reggae;119.9984201
classical;108.6237304
jazz;140.9443782
country;103.3979794
metal;120.1127354
indie;99.16286032
classical;115.3550098
rock;128.4911574
jazz;150.7641284
hip-hop;96.88603815
hip-hop;65.91475133
latin;138.4168264
rock;110.9903016
ambient;81.92108214
